name_low,unix_date,date,tool,index,len_cut,min_current_main,max_current_main,min_current_sub,max_current_sub,rms_current_main,rms_current_sub,std_current_main,std_current_sub,kur_current_main,kur_current_sub,freq_pks1_current_main,freq_pks1_current_sub,freq_pks1_norm_current_main,freq_pks1_norm_current_sub,freq_mean_current_main,freq_mean_current_sub,freq_std_current_main,freq_std_current_sub,svd_current_sub_0,svd_current_sub_1,svd_current_sub_2,svd_current_sub_3,svd_current_sub_4,svd_current_sub_5,svd_current_sub_6,svd_current_sub_7,svd_current_sub_8,svd_current_sub_9,svd_current_sub_10,svd_current_sub_11,svd_current_sub_12,svd_current_sub_13,svd_current_sub_14,svd_current_sub_15,svd_current_sub_16,svd_current_sub_17,svd_current_sub_18,svd_current_sub_19,svd_current_sub_20,svd_current_sub_21,svd_current_sub_22,svd_current_sub_23,svd_current_sub_24,svd_current_main_0,svd_current_main_1,svd_current_main_2,svd_current_main_3,svd_current_main_4,svd_current_main_5,svd_current_main_6,svd_current_main_7,svd_current_main_8,svd_current_main_9,svd_current_main_10,svd_current_main_11,svd_current_main_12,svd_current_main_13,svd_current_main_14,svd_current_main_15,svd_current_main_16,svd_current_main_17,svd_current_main_18,svd_current_main_19,svd_current_main_20,svd_current_main_21,svd_current_main_22,svd_current_main_23,svd_current_main_24,failed
1548869149_36_7,1548869149,2019-01-30 12:25:49,36,7,247,293.0,376.0,274.0,979.0,324.5419444142937,587.3719000666053,,171.96270199211241,,-0.6783535636744413,,124.42130503657202,,0.2215338538683522,,8.442595284899841,,17.951816104809705,51156.89803427171,7311.068340035461,7213.190942557163,4094.660305837334,3717.719031746913,3690.820930861048,2727.8369415888556,2687.6996950730413,2125.7957554560344,2088.1209066482893,1021.8849514774097,964.9223169314816,852.4678457049112,475.0851028504911,472.9789046324642,463.0430152050626,457.68583081011343,421.67145657327035,421.20253736199066,337.4175069042214,337.1202721496189,316.2986122561855,315.7176752199431,300.33029273729954,298.195777183654,,,,,,,,,,,,,,,,,,,,,,,,,,
1549394537_22_1,1549394537,2019-02-05 14:22:17,22,1,676,235.0,1012.0,1.0,9.0,468.3823493129614,2.709833069816698,126.47411750211087,,2.8360600123892485,,73.3399278296197,,0.16262211540459848,,3.9596912238391817,,8.323940935254166,,,,,,,,,,,,,,,,,,,,,,,,,,,99057.61207034139,12504.196971173562,11250.051989451687,6713.535336971052,2131.0762102073027,2000.4250463980275,1950.5680429459699,1909.395804731421,1869.1062679978525,1845.8412024945465,1545.8343930351705,1515.1183002619946,1288.296334255763,1139.7161004890052,1027.6839057598422,1019.0227409523893,1006.6592441651469,997.0173946746789,961.0612868217635,903.841630586562,828.749893432818,776.1986458819262,769.7166845947295,757.2093780032676,753.2898929698725,
1542375978_36_8,1542375978,2018-11-16 08:46:18,36,8,231,289.0,369.0,285.0,971.0,320.8189803952038,599.8446732568624,,177.55089170979267,,-0.7350529021518701,,82.36270364775471,,0.1437481360177654,,11.160889527270964,,17.443899392498448,52601.00820173473,7721.721249258478,7425.99048752328,5114.933085286556,3006.6644035823397,2927.145826895347,2784.56072183137,2710.5704833502728,2262.4832474323634,2140.684955712189,1455.2101172488394,1257.1877926612767,1211.5514609349545,526.9252436893498,523.1736696492378,436.7107699419802,424.05183515446515,413.63531045170913,399.14468839896693,371.8847577440032,366.5586621130181,356.1972838735748,342.72081647745733,340.9857491009281,330.1404582970785,,,,,,,,,,,,,,,,,,,,,,,,,,
1568300748_1_1,1568300748,2019-09-12 11:05:48,1,1,1135,277.540771484375,669.307373046875,0.3029250502586365,6.980358600616455,476.45801284075645,2.338486708046326,95.07234994644483,,-1.126375155335671,,104.65055948761635,,0.22415050380895868,,1.1252322812239341,,5.454469018187702,,,,,,,,,,,,,,,,,,,,,,,,,,,147232.4177001635,21076.99296610196,19270.619192727198,3819.346852921811,3805.069824310563,2461.103896619876,2400.5675835288807,2066.7160835594686,2054.8612076831355,1755.0559862966857,1627.419967238904,1193.5901613770545,1118.8497786035753,1115.7631433168772,1107.9980439655124,1019.8845785850301,963.8328300329645,942.3630834550128,925.2189468366081,874.5814550597505,680.9126145509939,678.2739352968779,564.9265430008164,563.9206609017864,501.50305712533316,
1549920274_57_0,1549920274,2019-02-11 16:24:34,57,0,1857,281.0,396.0,263.0,1509.0,325.6251235016515,673.8572923932618,,139.90740488539447,,3.4449391919576007,,34.292666743783975,,0.05202374193230604,,2.3052035459690408,,6.013479172110029,269379.0195344977,29934.432843239447,28619.846416486816,13411.705143160814,10366.996829591091,10352.33033024183,6963.39983054293,6762.113781786951,3384.459666295342,3368.0741246225684,3125.7421631321617,1708.2507750467414,1670.5832761471522,1657.6729994116831,1554.3058831611215,1495.2749074364165,1375.571846089794,1365.674587025486,1312.5897779385289,1283.0077690912901,1102.4117858313,1096.80641277399,942.2164855001664,886.4383686312146,880.6825403861765,,,,,,,,,,,,,,,,,,,,,,,,,,
1548820047_6_9,1548820047,2019-01-29 22:47:27,6,9,327,216.0,629.0,299.0,487.0,399.73135856648366,364.19427218163145,96.29126436922479,,-0.7001170659102458,,97.30279837850053,,0.2508061063491299,,2.5966736978737575,,8.644163138074605,,,,,,,,,,,,,,,,,,,,,,,,,,,54390.30934590284,7308.5751924801025,6766.871214277858,1935.690731337884,1177.0986113776053,1161.8483933732286,964.2569201592586,935.0351695797146,784.277176329341,781.3202514400025,767.7690582193013,732.8437061211473,680.8658629703004,679.0984143902124,536.8305544009389,532.8579963907546,528.5834600894538,487.928555795302,484.41327690725495,453.5275683903805,419.60167060732107,387.1612186212148,377.9427177117785,376.85568427234705,371.66863115874935,
1542830821_37_3,1542830821,2018-11-21 15:07:01,37,3,599,294.0,368.0,503.0,942.0,322.60574614495465,723.9092157084658,,103.497705857104,,-1.179345995397506,,6.05188264468138,,0.008446776439391068,,2.458091658108406,,7.891192509021562,143391.96384051268,13635.503689335897,13349.986402138462,3051.029163003283,3020.1454631933248,2429.8547356893646,2418.206604376455,2395.6423639879113,1847.819627236288,1835.653999324414,1284.3880506021655,1274.925912759252,924.7941166526185,826.3888512907253,823.830733179084,699.8451301258193,653.5398606432951,636.8683048101377,603.8856996839402,595.1585325410701,551.3025106730474,541.441981719415,538.0467279458102,535.5827010292219,527.9018136345887,,,,,,,,,,,,,,,,,,,,,,,,,,
1549405994_8_3,1549405994,2019-02-05 17:33:14,8,3,151,461.0,1049.0,297.0,483.0,721.2074404673252,348.4794406127875,148.52422901068752,,-0.7639229536411154,,34.506481452063774,,0.0488934642600183,,1.908266927055339,,4.272236233375699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568211798_3_1,1568211798,2019-09-11 10:23:18,3,1,231,189.0,504.0,1.0,6.0,345.8266212252202,2.3859255421409724,79.32472446419844,,-1.0277384245288927,,101.99819785422272,,0.3030194930851053,,3.133257249613589,,9.738868144262158,,,,,,,,,,,,,,,,,,,,,,,,,,,34339.07120259579,5054.398430592995,5001.264449218319,810.3021925719131,725.1736585439228,714.2723134017616,667.6182577083894,563.7259825701083,550.6469182753084,484.2010594944014,465.7446934352633,461.8663976447822,455.10277979427394,407.45092644733523,403.3562184776501,396.577376427355,384.6504243048769,346.33338616032887,340.82631497521623,340.79019455986406,328.2726533336123,317.90423911307346,317.13210986015076,314.66694402924713,314.6055566888179,
1542660644_22_0,1542660644,2018-11-19 15:50:44,22,0,5,1661.0,1882.0,1.0,2.0,1826.6792821948795,1.8439088914585775,82.83815545990869,,0.1372995942353894,,5.45696821063757e-13,,2.990447287723351e-16,,35.016252583998195,,35.016252583997655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548869734_6_6,1548869734,2019-01-30 12:35:34,6,6,327,205.0,627.0,297.0,478.0,392.4489682245966,359.3275745199602,103.50568855905736,,-0.8374967050353832,,64.21204127763765,,0.16962473844416223,,3.433457355239289,,8.099949881396778,,,,,,,,,,,,,,,,,,,,,,,,,,,52636.68476317072,7679.323362329132,7129.171579787586,2446.016639837574,1245.733121690525,1221.9947531840521,913.6501341498116,849.4760489188354,794.1194123242004,667.9600550644966,664.0733273046665,639.6651964758316,593.6081717495639,592.3066535420912,560.9059589796318,541.6408823396847,538.2588788375094,529.0704162194047,527.9128263576629,510.45771953669873,478.6649082953498,451.25285381146597,447.52453307189586,409.36543639064627,407.6496013674141,
1542307285_22_0,1542307285,2018-11-15 13:41:25,22,0,5,1673.0,1952.0,2.0,3.0,1820.0884044463335,2.23606797749979,118.90904086737896,,-1.7560166005833402,,8.185452315956354e-13,,4.506911307100734e-16,,6.8883518821261465,,6.888351882125328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540304845_54_7,1540304845,2018-10-23 10:27:25,54,7,1655,1.0,4.0,364.0,1643.0,1.5741491731520705,1056.0427546732592,,330.91104456447994,,-1.4231137250730208,,319.4674525061947,,0.31855701463355623,,2.6789990488021056,,15.402258462382996,418338.4060918447,29662.987330958815,22045.02153978076,20997.692639438555,8903.693488380048,6497.85659618118,6420.013589513017,4875.776614891412,3901.351655551385,3813.528464660727,3645.6341757189816,2775.0522276714805,2706.5409270881323,2329.5547840198406,2063.8313877526934,2055.062752478567,1887.6993007221652,1712.4968675619361,1690.3095460071543,1607.3451028340587,1603.5918401941813,1506.821272174183,1502.6717506982054,1357.3325560484363,1345.8071112554671,,,,,,,,,,,,,,,,,,,,,,,,,,
1549664370_6_2,1549664370,2019-02-08 17:19:30,6,2,455,241.0,580.0,297.0,465.0,390.32073596348545,359.7700028421699,83.00208630000431,,-0.8415700823015899,,26.60056247394635,,0.0697457323962197,,2.3348264431173895,,4.19317499128036,,,,,,,,,,,,,,,,,,,,,,,,,,,64694.614431464055,5078.199200235849,4098.817121870911,1701.8732463839922,1677.5565448545515,1444.331818788042,1004.9466733062576,998.6837453412536,936.1695207672421,784.4632312609514,746.479085479466,708.9823775917297,704.7722153117484,701.1409756502113,697.6047895370393,640.6284557997944,626.7707634502052,610.8308896364557,609.3699712624413,549.5802231217059,531.0936153443513,495.50808037176995,446.8355625170156,443.98528097564076,442.2194695470656,
1549668101_17_3,1549668101,2019-02-08 18:21:41,17,3,583,217.0,625.0,1.0,8.0,443.23461954007337,2.2820050766401287,104.3035189168736,,-1.1421604568761499,,104.00178717179824,,0.24142258946345946,,2.572383767373123,,8.210650748127307,,,,,,,,,,,,,,,,,,,,,,,,,,,85225.53985514525,14638.552249130218,13095.66980375705,2243.1099988295023,2219.985241859835,1623.2578797760023,1613.052971888357,1477.1362499202994,1412.2433338735625,1231.1238727951134,1223.3378186251487,936.4402992457632,897.5997975482169,896.3877494982174,850.3473044529311,751.1346457927565,745.1916296040084,696.6589457101635,694.7557271600247,532.5101921505418,531.4403624340205,483.02448542482045,482.9159888142656,475.9625813223799,374.8071660090112,
1549569934_37_0,1549569934,2019-02-07 15:05:34,37,0,1207,285.0,382.0,384.0,922.0,326.1206020153028,698.4292520003082,,105.80947953368832,,-1.0048704288423418,,16.56973628785407,,0.024001314932951063,,1.2105962473480198,,5.779066061232702,230279.01274289278,22609.717801706098,22229.329585080224,5550.315438773824,5464.838798953551,3928.5043834645267,3211.278791802645,3182.166791318272,3109.7532744383325,3090.392831890773,2260.905793668757,2247.1501861419883,2166.665891056839,1544.8164133043801,1485.495662106054,1405.3602465811564,880.4234051171177,869.3114254583952,827.9050401896659,826.658179937833,822.4480930838821,810.629261962486,801.6543785305322,791.0636124418489,762.3607489438273,,,,,,,,,,,,,,,,,,,,,,,,,,
1542289162_22_0,1542289162,2018-11-15 08:39:22,22,0,5,1671.0,1986.0,1.0,5.0,1821.6744495106693,2.756809750418044,112.45692508689717,,-1.2867534494267052,,1.0004441719502211e-12,,5.502387921846998e-16,,2.852439185627175,,2.852439185626175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548901199_22_0,1548901199,2019-01-30 21:19:59,22,0,557,208.0,945.0,1.0,10.0,468.88613762176846,2.816341133246305,135.29522318824917,,1.6945782319136873,,93.57343053305713,,0.20843074612559667,,4.111323209353715,,10.036977296416085,,,,,,,,,,,,,,,,,,,,,,,,,,,85450.29309176817,10656.185840537388,8562.589616066047,6438.812459997053,1953.2951835322006,1828.6134524914003,1817.1601321275439,1808.8359886365824,1738.759193968693,1686.2865948440033,1386.19365131056,1256.4204722556797,1217.5287560738454,1166.6148735031595,1124.2684304529564,1052.3576125426841,1003.3275789659116,978.733269046142,853.5472257970999,847.5559783988111,774.691589867183,733.6815026326308,702.9141357242876,669.8436576676963,626.0558992320367,
1542382760_6_10,1542382760,2018-11-16 10:39:20,6,10,310,285.0,923.0,295.0,502.0,503.59110076945717,363.88156527692786,144.96757917357388,,-0.04427099740244289,,56.14899429707162,,0.11642545889496808,,2.183242289005531,,5.100799492472637,,,,,,,,,,,,,,,,,,,,,,,,,,,67589.4560258921,1974.9990359418057,1669.2969603707238,1604.466391425152,1306.4828110928208,1301.6880771733727,974.5167475567883,886.9311065904701,727.4260305518345,698.0466967181469,681.8675364185652,654.430157362994,613.0187721054701,553.311077290938,552.5377643202326,418.4566859842172,308.8838861825623,301.9770974365264,301.45064049722106,298.8902984473687,287.58392691689556,280.13529111302887,276.5579743487702,272.1656555446865,267.08258350158525,
1548721781_6_7,1548721781,2019-01-28 19:29:41,6,7,415,248.0,471.0,293.0,462.0,326.4530446502924,360.3420162494221,,36.82498252647504,,-0.5905732097585124,,27.33364333736872,,0.07625395428181164,,1.6916691626546303,,3.067522982659841,61885.484058367656,2949.7178476463646,2765.932921774068,1978.2483035614612,1965.2717716242387,1679.205348298048,1545.958165531938,1400.0303986008396,1387.721771998638,870.2864397528376,859.3235372901894,789.1331259034623,769.8504944306464,636.6530568753329,636.0128914545091,466.0124210644853,464.4582842926038,399.425793903592,395.47859814618374,366.12093274223196,360.6647094138996,360.0950512584571,345.6625886449005,335.5255483533917,327.93926537326854,,,,,,,,,,,,,,,,,,,,,,,,,,
1568233456_6_3,1568233456,2019-09-11 16:24:16,6,3,327,204.0,683.0,1.0,10.0,384.4073360382187,2.50076440912962,100.27651172012801,,0.22041414364714074,,81.7561824218633,,0.22030895723862,,3.6244936714242915,,8.440980883711275,,,,,,,,,,,,,,,,,,,,,,,,,,,51419.56044132291,4928.650337266077,4726.630119388163,2549.676376885677,1222.9985956756034,1213.6458940851696,1028.808483062678,917.1363030868247,915.4223561380198,730.2213096922453,716.3377133163226,708.8761560306375,647.5368543592949,641.2580606176176,595.5634159385619,566.7676042259942,527.5261467125996,523.5792777351498,510.784087055346,507.5713421174042,503.23891884314895,485.44085556382794,480.3879626824218,433.8617434621919,433.15921455300617,
1548458771_22_0,1548458771,2019-01-25 18:26:11,22,0,561,196.0,1060.0,1.0,9.0,464.17260450571456,2.7325854374393357,151.34649260249878,,3.1839172064558543,,113.75407043571194,,0.2592356238145769,,4.3850495103543645,,11.40760948737649,,,,,,,,,,,,,,,,,,,,,,,,,,,81927.70422485023,11781.194637396935,9609.629905975053,7183.7229261252705,2070.9558574575267,2006.564173082712,1895.3792831874007,1879.3638416421115,1506.3527834735066,1470.348406725456,1445.6287322730725,1397.5592284199977,1243.1703566741785,1213.1011163098,1125.0614685153166,938.7965254790373,871.3914154107047,860.2223559126768,857.2603627755993,789.1833560469287,785.9121705194062,782.229020863706,721.0816612919489,591.6001202004351,591.3214027501637,
1549323295_22_1,1549323295,2019-02-04 18:34:55,22,1,665,234.0,1003.0,1.0,9.0,466.15279853171256,2.7657953756831644,125.59078604804655,,1.6656859023654658,,78.51545700330819,,0.17490019029039036,,3.9247928181200997,,8.42388686881651,,,,,,,,,,,,,,,,,,,,,,,,,,,98396.76599007443,12205.047202320906,10626.314996637908,6584.793922252422,2300.982078327735,2167.847381411738,1903.2599251302613,1840.9534766961717,1823.4967897491715,1757.7849914489184,1525.6261375806832,1469.5504905202272,1247.2860551743872,1195.324897499145,1075.9331186334682,1028.5935360055255,998.4194353761712,952.6275959065674,923.6999179785724,869.9692565889272,863.0548402947463,813.1551931522325,785.8189487042033,728.8466046134291,613.8183537627077,
1549582426_36_8,1549582426,2019-02-07 18:33:46,36,8,231,290.0,369.0,262.0,959.0,322.5929913919986,588.2695659738673,,165.5836286657588,,-0.617995002167032,,72.00372428550415,,0.12755652251565583,,10.50871489867576,,16.30304462282784,51784.33111610444,7204.750330776025,7082.708207004748,4921.09877464876,3564.7570866343476,3524.7260087315635,2702.378783164202,2650.3423487784885,2293.995191883591,2154.6448359035508,1510.7211736098811,1190.3859008807842,1189.8399735921766,544.6929074401745,543.5098814496893,360.8575556510631,355.2849483140198,343.3493151261048,337.217038983331,329.08597224266873,273.1604537417808,269.46561859908064,261.3032237430669,260.8677287565338,241.80455991221112,,,,,,,,,,,,,,,,,,,,,,,,,,
1542310754_57_0,1542310754,2018-11-15 14:39:14,57,0,2915,278.0,378.0,300.0,1460.0,323.02499730682945,676.5305108237704,,137.18189536565063,,3.1013498599469127,,22.568216296594787,,0.034066458136982725,,1.6361924123567348,,4.772537061682797,348570.0222282358,39766.41792246237,38124.307591280216,16534.513894174637,16442.337155656576,13249.595301763036,8905.22245461145,8676.148461933019,4339.321684290941,4323.268506921391,3064.671422157227,2291.639079061982,2276.0038986097675,2016.820739250251,1906.996678550142,1778.0086558481316,1763.6386429631862,1557.7687251321022,1533.8283174649232,1504.6830003208206,1500.826303893282,1472.7780569871313,1322.9236419513206,1313.123594977752,1206.1704911383538,,,,,,,,,,,,,,,,,,,,,,,,,,
1542737274_54_1,1542737274,2018-11-20 13:07:54,54,1,1951,282.0,377.0,473.0,1082.0,321.5442014727817,794.6956917209093,,111.29973121839018,,-0.5319176030145645,,49.48185534166551,,0.06288495721749995,,1.1780717850031608,,4.812372819923293,337188.7155204335,27598.48098921744,27215.79026213996,7326.46114467398,7240.75536249705,5862.011978097765,5628.582726674512,4743.3809203723085,4665.1142599148125,2934.2727609165345,2747.7670407278342,2704.3498321885418,2506.7576586047026,2504.7082039066295,1993.9854770337975,1745.9570733771086,1710.277553868001,1705.997425821275,1703.2065479796465,1265.1966463209956,1261.279854028006,1225.221402186988,1166.2655678217125,1160.1654139975403,986.0595388246297,,,,,,,,,,,,,,,,,,,,,,,,,,
1549576106_37_3,1549576106,2019-02-07 16:48:26,37,3,599,290.0,383.0,512.0,932.0,322.4957739366699,713.0544317964145,,101.72342007971453,,-1.1541069503115111,,10.337382710310283,,0.014647138016174673,,2.7426967856620816,,7.707521991168236,141808.42326619013,13569.172111997743,13307.963880343557,3388.95283349837,3327.49686922545,2122.9661633702926,2090.083180740326,2067.4049477497197,1386.4318520528864,1385.9735895492054,1321.535369453096,1307.110582115533,1132.845265501078,1028.8416309795768,917.4923447978754,908.2975125639501,638.3830041692157,630.2645058787521,564.4755430839739,555.9680444947816,539.4439358565733,530.232098348054,500.425549959577,498.0503733073261,495.22039397681124,,,,,,,,,,,,,,,,,,,,,,,,,,
