unix_date,date,cut_dir,part,file_name,tools,len_cut,no_points,signals_names,failed,failed_tools,comment
1540300547,2018-10-23 09:15:47,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_10.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540300726,2018-10-23 09:18:46,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_11.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540300905,2018-10-23 09:21:45,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_12.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540301084,2018-10-23 09:24:44,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_13.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540301263,2018-10-23 09:27:43,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_14.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540301442,2018-10-23 09:30:42,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_15.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540301622,2018-10-23 09:33:42,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_16.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540301801,2018-10-23 09:36:41,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_17.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540301980,2018-10-23 09:39:40,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_18.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540302159,2018-10-23 09:42:39,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_19.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540302338,2018-10-23 09:45:38,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_20.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540302517,2018-10-23 09:48:37,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_21.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540302696,2018-10-23 09:51:36,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_22.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540302875,2018-10-23 09:54:35,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_23.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540303054,2018-10-23 09:57:34,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_24.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540303233,2018-10-23 10:00:33,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_25.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540303412,2018-10-23 10:03:32,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_26.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540303591,2018-10-23 10:06:31,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_27.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540303770,2018-10-23 10:09:30,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_28.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540303949,2018-10-23 10:12:29,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_29.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540304128,2018-10-23 10:15:28,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_30.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540304308,2018-10-23 10:18:28,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_31.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540304487,2018-10-23 10:21:27,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_32.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540304666,2018-10-23 10:24:26,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_33.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540304845,2018-10-23 10:27:25,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_34.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540305024,2018-10-23 10:30:24,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_35.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540305203,2018-10-23 10:33:23,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_36.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540305382,2018-10-23 10:36:22,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_37.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540305561,2018-10-23 10:39:21,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_38.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540306042,2018-10-23 10:47:22,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_39.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540306221,2018-10-23 10:50:21,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_40.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540306400,2018-10-23 10:53:20,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_41.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540306579,2018-10-23 10:56:19,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_42.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540306758,2018-10-23 10:59:18,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_43.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540306937,2018-10-23 11:02:17,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_44.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540307116,2018-10-23 11:05:16,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_45.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540307295,2018-10-23 11:08:15,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_46.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540307474,2018-10-23 11:11:14,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_47.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540307653,2018-10-23 11:14:13,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_48.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540307833,2018-10-23 11:17:13,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_49.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540308011,2018-10-23 11:20:11,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_50.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540308190,2018-10-23 11:23:10,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_51.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540308369,2018-10-23 11:26:09,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_52.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540308548,2018-10-23 11:29:08,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_53.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540308727,2018-10-23 11:32:07,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_54.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540308906,2018-10-23 11:35:06,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_55.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540309085,2018-10-23 11:38:05,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_56.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540309264,2018-10-23 11:41:04,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_57.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540309443,2018-10-23 11:44:03,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_58.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540309622,2018-10-23 11:47:02,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_59.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540309801,2018-10-23 11:50:01,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_60.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540309980,2018-10-23 11:53:00,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_61.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540310158,2018-10-23 11:55:58,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_62.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540310337,2018-10-23 11:58:57,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_63.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540310516,2018-10-23 12:01:56,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_64.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540310723,2018-10-23 12:05:23,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_65.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540310902,2018-10-23 12:08:22,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_66.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540311081,2018-10-23 12:11:21,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_67.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540311260,2018-10-23 12:14:20,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_68.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540311439,2018-10-23 12:17:19,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_69.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540311618,2018-10-23 12:20:18,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_70.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540311797,2018-10-23 12:23:17,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_71.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
1540311976,2018-10-23 12:26:16,/home/tim/Documents/Checkfluid-Project/data/raw/OCT2018_KS-NPC-6FF/23OCT2018_KS-NPC-6FF,KS-NPC-6FF,Data_KS-NPC-6FF_72.mat,1 3 5 8 11 13 15 17 21 22 23 32 36 37 54 57 ,177,177000,current_main current_sub cut_signal error_x error_z power_main power_sub speed_main speed_sub tool_no ,,,
